@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
4280,'2019/05/28 21:14:08:340',14,0.90252,-0.347721,0.199089,-0.258665,-0.342791,-0.382219,-0.069834,0.119429,0.119609,0.154904,0.105091,0.055673,0.137485,0,0,1,0
4281,'2019/05/28 21:14:08:357',14,0.968831,-0.295703,0.390228,-0.289284,-0.329006,-0.299377,-0.119026,0.172383,-0.033584,0.163084,0.094941,0.086282,0.144707,0,0,1,0
4282,'2019/05/28 21:14:08:374',14,0.989383,-0.279952,-0.052118,-0.449612,-0.407437,-0.167778,0.108197,0.087538,0.171441,0.071774,0.103137,-0.08224,0.068436,0,0,1,0
4283,'2019/05/28 21:14:08:390',14,1.053811,-0.52351,-0.029611,-0.362469,-0.34104,-0.178132,0.003143,0.087864,0.31014,-0.081949,0.186133,-0.087984,0.166325,0,0,1,0
4284,'2019/05/28 21:14:08:407',14,1.077024,-0.554262,0.079425,-0.347299,-0.269735,-0.259555,-0.032171,-0.00473,0.227469,-0.042353,0.298214,0.048874,0.081069,0,0,1,0
4285,'2019/05/28 21:14:08:423',14,1.141153,-0.606087,0.284177,-0.394271,-0.295107,-0.265601,-0.156763,0.00769,0.086692,0.146002,0.43613,0.137609,0.111683,0,0,1,0
4286,'2019/05/28 21:14:08:440',14,1.233529,-0.681965,0.312787,-0.498495,-0.290388,-0.292861,-0.050391,-0.039285,0.123841,0.125694,0.373989,0.132049,0.174065,0,0,1,0
4287,'2019/05/28 21:14:08:456',14,1.246656,-0.51288,0.17616,-0.537121,-0.310398,-0.174457,-0.130037,-0.003188,0.140219,0.126111,0.274664,0.211567,0.154593,0,0,1,0
4288,'2019/05/28 21:14:08:474',14,1.310942,-0.625646,0.196687,-0.436992,-0.380973,-0.20889,-0.080347,0.085715,0.143845,0.111673,0.317808,0.057978,0.127246,0,0,1,0
4289,'2019/05/28 21:14:08:490',14,1.30164,-0.552779,0.0616,-0.476636,-0.363076,-0.276184,-0.113509,0.081702,0.102057,0.1676,0.241844,-0.006082,0.104262,0,0,1,0
4290,'2019/05/28 21:14:08:507',14,1.439239,-0.714385,-0.042554,-0.362088,-0.46185,-0.29365,-0.182384,0.138563,0.06874,0.169113,0.208844,-0.140618,0.130933,0,0,1,0
4291,'2019/05/28 21:14:08:523',14,1.594189,-0.819307,0.011095,-0.333404,-0.405504,-0.31337,-0.224667,0.305361,0.035115,0.135857,0.280561,-0.177869,0.168491,0,0,1,0
4292,'2019/05/28 21:14:08:540',14,1.819703,-0.853112,0.238176,-0.376364,-0.324119,-0.187017,-0.099122,0.245879,0.013374,0.244961,0.285883,-0.22953,0.098325,0,0,1,0
4293,'2019/05/28 21:14:08:557',14,1.744543,-0.789449,0.165121,-0.329144,-0.36923,-0.177027,0.032353,0.232112,-0.140023,0.265739,0.374233,-0.209543,0.025115,0,0,1,0
4294,'2019/05/28 21:14:08:575',14,1.768699,-0.767653,0.183856,-0.247537,-0.382846,-0.153285,0.193866,0.149094,-0.14516,0.179495,0.360093,-0.084131,-0.055386,0,0,1,0
4295,'2019/05/28 21:14:08:589',14,1.563333,-0.406929,-0.268355,0.019113,-0.434322,-0.186881,0.09414,0.039441,0.036646,0.069119,0.382721,-0.062085,0.040429,0,0,1,0
4296,'2019/05/28 21:14:08:606',14,1.465789,-0.229635,-0.421815,0.007088,-0.438411,-0.175629,-0.001071,0.194586,-0.078015,0.088652,0.414624,-0.098179,0.053273,0,0,1,0
4297,'2019/05/28 21:14:08:623',14,1.61943,-0.285819,-0.48196,-0.062863,-0.444269,-0.341767,0.072827,0.054579,0.023456,0.020361,0.300002,0.04927,0.056257,0,0,1,0
4298,'2019/05/28 21:14:08:640',14,1.824921,-0.219499,-0.427258,0.014897,-0.393228,-0.405407,-0.095473,0.099902,0.115622,0.053875,0.46831,0.083362,-0.010274,0,0,1,0
4299,'2019/05/28 21:14:08:656',14,1.338563,-0.02014,-0.27813,-0.304957,-0.218942,-0.487927,0.041538,0.147914,0.018585,0.165011,0.151366,0.310041,0.180407,0,0,1,0
4300,'2019/05/28 21:14:08:674',14,1.596674,-0.00477,-0.348805,0.001454,-0.2388,-0.39582,0.059999,0.11584,0.13435,-0.01417,0.273718,0.174734,0.17546,0,0,1,0
4301,'2019/05/28 21:14:08:690',14,1.427117,0.15682,-0.224286,-0.163821,-0.170772,-0.302269,0.091145,0.125686,0.048983,0.025384,0.382257,0.120716,0.134685,0,0,1,0
4302,'2019/05/28 21:14:08:707',14,1.247082,-0.092835,0.115173,-0.093431,-0.258878,-0.216387,0.28942,0.328666,0.220239,0.130641,0.324749,0.18027,0.190314,0,0,1,0
4303,'2019/05/28 21:14:08:723',14,1.339053,-0.189321,0.126636,-0.075909,-0.254243,-0.342011,0.158569,0.265533,0.227325,0.122979,0.210159,0.101034,0.242305,0,0,1,0
4304,'2019/05/28 21:14:08:740',14,1.255134,0.018913,0.251362,0.049582,-0.110311,-0.221429,0.091845,0.2033,0.326196,0.245859,0.235288,0.163739,0.206596,0,0,1,0
4305,'2019/05/28 21:14:08:756',14,1.160836,0.084514,0.36742,0.032447,-0.161209,-0.3653,-0.003187,0.065736,0.170255,0.38555,0.370796,0.294183,0.259343,0,0,1,0
4306,'2019/05/28 21:14:08:773',14,1.088487,0.29301,0.204429,-0.004988,-0.003202,-0.164874,0.14593,0.192693,0.146072,0.182816,0.473774,0.391345,0.28821,0,0,1,0
4307,'2019/05/28 21:14:08:790',14,1.021574,0.185713,0.32525,0.038314,-0.018363,-0.178233,0.15697,0.306526,0.155507,0.110883,0.350556,0.196451,0.338239,0,0,1,0
4308,'2019/05/28 21:14:08:807',14,0.999076,0.199101,0.394448,0.183949,0.052558,-0.154229,0.085911,0.262933,0.28746,0.352114,0.269531,0.080547,0.141584,0,0,1,0
4309,'2019/05/28 21:14:08:824',14,1.025213,0.179024,0.29271,0.085326,-0.131015,-0.256348,0.087597,0.007771,0.282793,0.359052,0.252374,0.17077,0.282978,0,0,1,0
4310,'2019/05/28 21:14:08:840',14,0.853549,0.238276,0.568682,0.134486,-0.042997,-0.198286,0.099644,0.294708,0.515225,0.270374,0.294643,0.111482,0.232329,0,0,1,0
4311,'2019/05/28 21:14:08:857',14,1.20416,0.615154,0.742099,0.248815,0.118003,-0.09062,-0.07591,0.090832,0.240377,0.17545,0.19204,-0.026177,0.207628,0,0,1,0
4312,'2019/05/28 21:14:08:874',14,0.922174,0.065779,0.441558,0.203286,0.119234,-0.036673,0.155193,0.426104,0.30344,0.347835,0.294989,0.066499,0.110521,0,0,1,0
4313,'2019/05/28 21:14:08:890',14,0.962552,0.12475,0.637639,0.242603,0.214448,0.080067,-0.031392,0.22415,0.271543,0.202572,0.198365,0.070536,0.180921,0,0,1,0
4314,'2019/05/28 21:14:08:907',14,0.771369,-0.098747,0.483154,0.213325,0.271055,0.201011,0.26555,0.195352,0.14415,0.311769,0.350332,0.107642,0.273028,0,0,1,0
4315,'2019/05/28 21:15:18:971',15,0.852201,0.15472,0.568573,0.511264,0.373951,-0.05889,-0.088442,0.11624,0.290071,0.38118,0.291978,0.200091,0.190842,0,0,0,0.97
4316,'2019/05/28 21:15:18:987',15,0.888924,0.05678,0.415805,0.295589,0.248099,-0.002063,0.117854,0.167497,0.35235,0.407466,0.368376,0.197965,0.166245,0,0,0,0.97
4317,'2019/05/28 21:15:19:004',15,0.433208,-0.075419,0.244202,0.337541,0.711706,0.074736,0.279166,0.370888,0.38403,0.169164,0.448822,0.363762,0.123856,0,0,0,0.97
4318,'2019/05/28 21:15:19:021',15,0.419498,-0.34724,0.097588,0.047194,0.196236,-0.009424,0.525059,0.445019,0.405448,0.112665,0.418111,0.377995,-0.108248,0,0,0,0.97
4319,'2019/05/28 21:15:19:037',15,0.768237,-0.176615,0.360892,0.035604,-0.069663,-0.259338,0.48856,0.28055,0.345307,0.43528,0.186847,0.205218,-0.074441,0,0,0,0.97
4320,'2019/05/28 21:15:19:054',15,1.256206,-0.245646,0.202668,-0.377616,-0.062372,-0.047404,0.474177,0.072684,0.032592,0.199771,0.19193,0.336775,0.091198,0,0,0,0.97
4321,'2019/05/28 21:15:19:071',15,1.417509,-0.193809,0.324527,-0.209144,-0.252086,-0.125294,0.275774,0.070802,0.064037,0.211796,0.297265,0.422089,0.057638,0,0,0,0.97
4322,'2019/05/28 21:15:19:087',15,1.454739,-0.00993,0.460254,-0.106834,-0.169965,-0.114572,0.235538,0.168056,0.133396,0.261215,0.361332,0.356711,-0.002177,0,0,0,0.97
4323,'2019/05/28 21:15:19:104',15,1.516404,-0.188506,0.17544,0.053351,0.006536,-0.169637,0.083209,0.086713,0.106556,0.169765,0.227521,0.294578,0.183022,0,0,0,0.97
4324,'2019/05/28 21:15:19:121',15,1.50918,-0.132988,0.067518,-0.026687,-0.10967,-0.27412,0.161557,0.198313,0.222201,0.130836,0.269795,0.271245,0.200037,0,0,0,0.97
4325,'2019/05/28 21:15:19:138',15,1.512768,-0.120318,-0.059749,0.002505,-0.011241,-0.325362,0.104912,0.297639,0.314589,0.131208,0.220274,0.313142,0.218991,0,0,0,0.97
4326,'2019/05/28 21:15:19:154',15,1.550373,-0.00977,0.154857,0.159895,0.017395,-0.200221,0.040033,0.261613,0.143057,-0.006567,0.235884,0.296304,0.128883,0,0,0,0.97
4327,'2019/05/28 21:15:19:171',15,1.511132,-0.191989,-0.087886,-0.071893,-0.105359,-0.330622,0.084316,0.154776,0.26936,0.116826,0.336067,0.407693,0.242194,0,0,0,0.97
4328,'2019/05/28 21:15:19:188',15,1.536091,0.078464,0.041543,0.021266,0.126485,-0.158616,0.032174,0.205229,0.290129,0.047386,0.172286,0.424769,0.235893,0,0,0,0.97
4329,'2019/05/28 21:15:19:204',15,1.459847,0.177525,0.113216,-0.04358,-0.039845,-0.198151,-0.072978,0.206836,0.226706,0.103886,0.353132,0.20672,0.195131,0,0,0,0.97
4330,'2019/05/28 21:15:19:221',15,1.36153,0.178428,0.227037,-0.056308,-0.18601,-0.299267,-0.065721,0.228018,0.070144,0.053629,0.383748,0.310013,0.237365,0,0,0,0.97
4331,'2019/05/28 21:15:19:237',15,1.476477,0.289305,0.197404,-0.019927,-0.066825,-0.019528,0.177687,0.152355,0.145021,0.060556,0.264749,0.262585,0.237891,0,0,0,0.97
4332,'2019/05/28 21:15:19:254',15,1.46162,0.274794,0.257265,-0.042442,-0.063381,-0.185667,0.040394,0.20046,0.310879,0.122571,0.271826,0.173696,0.289238,0,0,0,0.97
4333,'2019/05/28 21:15:19:270',15,1.39841,0.194203,0.27951,-0.114965,-0.134741,-0.084657,0.028163,0.112693,0.219282,0.183197,0.257844,0.243948,0.322814,0,0,0,0.97
4334,'2019/05/28 21:15:19:287',15,1.326302,0.137154,0.132642,-0.096552,0.05328,-0.005312,0.100336,0.297919,0.187575,0.197741,0.289117,0.331886,0.253698,0,0,0,0.97
4335,'2019/05/28 21:15:19:304',15,1.309396,0.361795,0.234373,0.014373,-0.1533,-0.005295,0.075864,0.241928,0.261869,0.082358,0.305236,0.104876,0.28617,0,0,0,0.97
4336,'2019/05/28 21:15:19:320',15,1.150732,0.353326,0.000233,-0.070499,0.00506,-0.089433,0.08517,0.065251,0.321381,0.203816,0.364625,0.356888,0.26521,0,0,0,0.97
4337,'2019/05/28 21:15:19:338',15,1.188129,0.48172,0.229405,-0.135763,-0.173625,-0.130397,0.251828,0.09575,0.24129,0.214586,0.332942,0.236952,0.288338,0,0,0,0.97
4338,'2019/05/28 21:15:19:354',15,1.214878,0.52677,0.049818,-0.10281,-0.090446,-0.21639,0.067023,0.118016,0.279104,0.095832,0.283039,0.338294,0.187536,0,0,0,0.97
4339,'2019/05/28 21:15:19:371',15,1.24364,0.361293,0.015476,-0.141126,-0.242235,-0.066939,0.055399,0.247654,0.151959,0.378738,0.304073,0.230869,0.196229,0,0,0,0.97
4340,'2019/05/28 21:15:19:388',15,1.230475,0.414147,0.153778,-0.147266,-0.21676,-0.043708,0.025947,0.162755,0.082516,0.163219,0.357788,0.410622,0.225854,0,0,0,0.97
4341,'2019/05/28 21:15:19:404',15,1.202805,0.304052,0.260271,-0.081216,-0.468486,-0.12256,0.184197,0.178198,0.171096,0.311008,0.221632,0.190497,0.184304,0,0,0,0.97
4342,'2019/05/28 21:15:19:421',15,0.924945,0.374798,0.438103,-0.010794,-0.277856,-0.215716,-0.020024,0.240232,0.380602,0.221824,0.399918,0.340967,0.29242,0,0,0,0.97
4343,'2019/05/28 21:15:19:437',15,0.871637,0.350161,0.369694,-0.134782,-0.192156,-0.233441,0.040117,0.288063,0.315821,0.371484,0.477215,0.082539,0.223098,0,0,0,0.97
4344,'2019/05/28 21:15:19:454',15,0.840282,0.347189,0.550016,0.1937,-0.069316,-0.107216,0.24838,0.24072,0.27328,0.202178,0.278348,0.246562,0.263909,0,0,0,0.97
4345,'2019/05/28 21:15:19:471',15,0.79824,0.130761,0.375391,-0.082984,-0.07625,-0.010673,0.191939,0.299224,0.443505,0.387792,0.302913,0.262904,0.163742,0,0,0,0.97
4346,'2019/05/28 21:15:19:487',15,0.877851,0.12743,0.544368,0.137926,0.182781,-0.048428,0.106261,0.207804,0.229385,0.239088,0.331425,0.26005,0.200095,0,0,0,0.97
4347,'2019/05/28 21:15:19:504',15,0.838743,0.378169,0.419581,0.19877,0.258502,0.085865,0.162591,0.101365,0.237976,0.421079,0.334544,0.158896,0.210897,0,0,0,0.97
4348,'2019/05/28 21:15:19:521',15,0.804549,0.335026,0.582812,0.201817,0.115128,0.146078,0.169601,0.331303,0.344421,0.08965,0.081539,0.017598,0.192602,0,0,0,0.97
4349,'2019/05/28 21:15:19:537',15,0.920766,0.275872,0.301777,0.022505,0.183297,0.189484,0.198112,0.27755,0.272649,0.231314,0.245307,0.074296,0.134915,0,0,0,0.97
4350,'2019/05/28 21:15:19:554',15,0.889128,0.242432,0.466895,0.064617,0.172738,0.152828,0.071104,0.201155,0.427216,0.326867,0.206651,0.082495,0.212113,0,0,0,0.97
4351,'2019/05/28 21:15:19:571',15,0.797558,0.313772,0.367573,-0.054527,0.013717,0.055151,0.263529,0.235702,0.293468,0.121001,0.264591,0.151603,0.219761,0,0,0,0.97
4352,'2019/05/28 21:15:19:587',15,1.29431,0.455221,0.428536,-0.041533,-0.136357,-0.020318,0.14256,0.140909,0.234943,0.165709,0.169221,0.071618,0.21479,0,0,0,0.97
4353,'2019/05/28 21:15:19:604',15,0.967834,0.263726,0.547683,0.114276,0.069928,0.131014,0.224372,0.127133,0.217114,0.167892,0.248231,0.192872,0.169067,0,0,0,0.97
4354,'2019/05/28 21:15:19:620',15,0.956483,0.223553,0.581079,0.265843,0.143508,0.174665,0.092195,0.000447,0.184483,0.23341,0.276067,0.198051,0.16259,0,0,0,0.97
4355,'2019/05/28 21:15:19:637',15,1.015745,0.223068,0.343352,0.126698,0.205592,0.140866,0.237614,0.21222,0.146323,0.15477,0.273008,0.260623,0.11169,0,0,0,0.97
4356,'2019/05/28 21:15:19:654',15,0.862213,0.183099,0.351971,0.082989,0.233531,0.335847,0.207982,0.283435,0.286292,0.251806,0.386404,0.317516,0.068466,0,0,0,0.97
4357,'2019/05/28 21:15:19:671',15,0.943437,0.126735,0.368058,0.174924,0.176881,0.149452,0.105162,0.072039,0.288306,0.359552,0.293519,0.165731,0.215488,0,0,0,0.97
4358,'2019/05/28 21:15:19:687',15,0.868742,-0.076654,-0.424793,-0.369155,-0.362174,-0.160912,0.182479,0.185836,0.412766,0.292019,0.146275,0.055779,0.091749,0,0,0,0.97
4359,'2019/05/28 21:15:19:704',15,0.891201,0.055726,-0.332205,-0.47466,-0.292226,-0.02651,0.175255,0.093649,0.427145,0.350581,0.208498,0.00973,0.108246,0,0,0,0.97
4360,'2019/05/28 21:15:19:721',15,0.665423,-0.131232,-0.037053,-0.15745,-0.283236,-0.323933,-0.182358,0.131882,-0.101324,0.03979,0.206526,0.072335,0.15635,0,0,0,0.97
4361,'2019/05/28 21:15:19:738',15,0.514547,-0.08933,-0.000208,-0.090291,-0.280281,-0.3533,0.047276,0.3035,0.179276,0.022685,0.22609,-0.023089,0.021245,0,0,0,0.97
4362,'2019/05/28 21:15:19:754',15,0.629083,-0.359203,-0.41114,-0.523869,-0.444541,-0.350644,-0.008568,0.289476,-0.028399,0.161997,0.382952,0.105533,0.109155,0,0,0,0.97
4363,'2019/05/28 21:15:19:771',15,0.595614,-0.584395,-0.420665,-0.529437,-0.290307,-0.332143,-0.026111,0.317817,0.212522,0.299933,0.33681,0.199707,0.218554,0,0,0,0.97
4364,'2019/05/28 21:15:19:788',15,0.749371,-0.482709,-0.400666,-0.556793,-0.342138,-0.388376,-0.033182,0.293169,0.307166,0.285,0.18418,0.094541,0.221056,0,0,0,0.97
4365,'2019/05/28 21:15:19:804',15,0.837619,-0.551953,-0.347283,-0.71833,-0.431219,-0.275683,0.081146,0.265028,0.278239,0.274274,0.299505,0.122611,0.149072,0,0,0,0.97
4366,'2019/05/28 21:15:19:820',15,0.971127,-0.590934,-0.389967,-0.587844,-0.210392,-0.427308,0.01672,0.258073,0.293818,0.217011,0.205516,0.156007,0.181193,0,0,0,0.97
4367,'2019/05/28 21:15:19:837',15,1.045985,-0.622568,-0.279576,-0.547116,-0.322267,-0.360265,0.035499,0.326031,0.287554,0.203483,0.146081,0.061339,0.169798,0,0,0,0.97
4368,'2019/05/28 21:15:19:854',15,1.087904,-0.553224,-0.309941,-0.62606,-0.343266,-0.299883,0.082013,0.280413,0.324133,0.169436,0.202403,0.067743,0.108372,0,0,0,0.97
4369,'2019/05/28 21:15:19:871',15,1.169987,-0.623178,-0.247873,-0.603871,-0.167259,-0.308511,-0.009281,0.250106,0.231494,0.208003,0.190805,0.040175,0.086201,0,0,0,0.97
4370,'2019/05/28 21:15:19:887',15,1.190732,-0.637582,-0.191538,-0.514415,-0.123484,-0.332978,-0.092769,0.236969,0.256218,0.174312,0.183174,0.094321,0.123936,0,0,0,0.97
4371,'2019/05/28 21:15:19:904',15,1.317568,-0.659431,-0.098396,-0.639496,-0.233044,-0.210019,0.090692,0.287133,0.179586,0.188572,0.168934,0.001327,-0.009031,0,0,0,0.97
4372,'2019/05/28 21:15:19:920',15,1.399419,-0.669824,-0.199985,-0.596574,-0.056652,-0.338226,0.133523,0.28713,0.20189,0.154787,0.143823,-0.072172,0.0557,0,0,0,0.97
4373,'2019/05/28 21:15:19:937',15,1.395249,-0.814688,-0.073,-0.525368,-0.00253,-0.353732,0.148336,0.249266,0.281446,0.130597,0.103834,-0.037632,0.094868,0,0,0,0.97
4374,'2019/05/28 21:15:19:954',15,1.449721,-0.801285,-0.172147,-0.491291,-0.057836,-0.420046,0.108826,0.19251,0.315456,0.073833,0.125716,0.069218,0.062276,0,0,0,0.97
4375,'2019/05/28 21:15:19:970',15,1.56722,-0.807647,-0.069315,-0.607641,-0.155039,-0.384841,0.21248,0.238813,0.226921,0.132424,0.178817,0.099504,-0.045619,0,0,0,0.97
4376,'2019/05/28 21:15:19:988',15,1.702049,-0.979955,0.043727,-0.575321,-0.089655,-0.487159,0.074652,0.290886,0.385675,0.173537,0.041672,0.150313,0.020407,0,0,0,0.97
4377,'2019/05/28 21:15:20:004',15,1.696226,-0.999321,0.015338,-0.556877,-0.057565,-0.446509,-0.026832,0.187734,0.297844,0.247752,0.192632,0.116967,0.029879,0,0,0,0.97
4378,'2019/05/28 21:15:20:020',15,1.791369,-1.028646,-0.002957,-0.634895,-0.162012,-0.405698,0.022854,0.312823,0.244949,0.296935,0.23609,0.134542,0.016493,0,0,0,0.97
4379,'2019/05/28 21:15:20:037',15,1.775357,-1.179158,-0.023383,-0.563189,-0.22098,-0.440891,0.006092,0.276254,0.290209,0.317063,0.115439,0.144677,0.050704,0,0,0,0.97
4380,'2019/05/28 21:15:20:054',15,1.851428,-1.160007,-0.051898,-0.530561,-0.123175,-0.380577,-0.054949,0.29502,0.320621,0.268914,0.169172,0.194021,0.082527,0,0,0,0.97
4381,'2019/05/28 21:15:20:070',15,1.806153,-1.13391,-0.176569,-0.667366,-0.225966,-0.445569,-0.023834,0.206288,0.252458,0.248361,0.224845,0.195119,0.129519,0,0,0,0.97
4382,'2019/05/28 21:15:20:087',15,1.834331,-0.971154,-0.163298,-0.664605,-0.304216,-0.370132,0.053577,0.27163,0.214952,0.334897,0.222899,0.110283,0.13005,0,0,0,0.97
4383,'2019/05/28 21:15:20:104',15,1.857402,-0.993786,-0.27241,-0.403727,-0.287571,-0.349792,-0.101533,0.223237,0.299737,0.289315,0.240946,0.008169,0.195843,0,0,0,0.97
4384,'2019/05/28 21:15:20:121',15,1.749552,-1.030147,-0.275821,-0.368226,-0.396186,-0.424828,-0.148653,0.193588,0.302786,0.322068,0.203917,0.097216,0.249864,0,0,0,0.97
4385,'2019/05/28 21:15:20:137',15,1.905229,-0.826091,-0.14835,-0.315263,-0.491301,-0.284141,-0.02468,0.336793,0.382615,0.257327,0.271412,-0.047973,0.175606,0,0,0,0.97
4386,'2019/05/28 21:15:20:154',15,1.993189,-0.890674,-0.245724,-0.258878,-0.35465,-0.324164,-0.08318,0.269904,0.493793,0.274623,0.21899,-0.064553,0.148342,0,0,0,0.97
4387,'2019/05/28 21:15:20:171',15,1.159971,-0.354781,-0.25185,-0.137469,-0.258547,-0.365674,-0.118656,0.354037,0.362593,0.292559,0.109288,0.067155,0.18097,0,0,0,0.97
4388,'2019/05/28 21:15:20:187',15,1.632278,-0.485383,-0.276492,-0.202437,-0.362781,-0.262616,-0.076209,0.440667,0.322221,0.263383,0.13757,0.04771,0.088831,0,0,0,0.97
4389,'2019/05/28 21:15:20:204',15,1.706327,-0.39224,-0.254892,-0.18825,-0.456373,-0.226539,-0.042186,0.357709,0.249305,0.329996,0.029016,-0.03436,0.229464,0,0,0,0.97
4390,'2019/05/28 21:15:20:220',15,1.088398,-0.382284,-0.290185,-0.566129,-0.394399,-0.161489,0.013574,0.25985,0.091164,0.110844,0.23854,0.116617,0.018199,0,0,0,0.97
4391,'2019/05/28 21:15:20:237',15,1.13072,-0.444021,-0.239328,-0.59628,-0.181225,-0.136633,0.032898,0.472808,0.238376,0.220032,0.262508,0.164792,-0.04215,0,0,0,0.97
4392,'2019/05/28 21:15:20:254',15,1.312884,-0.633364,-0.206154,-0.473996,-0.197448,-0.284825,-0.047242,0.434006,0.235545,0.203471,0.252804,0.038747,0.008952,0,0,0,0.97
4393,'2019/05/28 21:15:20:271',15,1.322803,-0.705409,-0.183336,-0.51308,-0.246351,-0.251064,0.02671,0.425144,0.278751,0.301216,0.232124,0.209941,-0.024141,0,0,0,0.97
4394,'2019/05/28 21:15:20:287',15,1.450741,-0.907047,-0.064326,-0.514771,-0.401741,-0.26297,-0.038769,0.427798,0.235739,0.281154,0.207741,0.125865,0.042765,0,0,0,0.97
4395,'2019/05/28 21:15:20:304',15,1.055024,-0.488505,-0.273209,-0.34226,-0.403188,-0.284571,0.079765,0.378695,0.335941,0.355059,0.196715,0.176427,0.041377,0,0,0,0.97
4396,'2019/05/28 21:15:20:320',15,0.649548,-0.38505,-0.330922,-0.414375,-0.352752,-0.306248,0.110429,0.287462,0.323186,0.06151,0.162573,0.110938,0.103814,0,0,0,0.97
4397,'2019/05/28 21:15:20:337',15,0.748721,-0.361858,-0.293235,-0.494717,-0.434055,-0.299713,0.182098,0.249952,0.366445,0.121143,0.24956,0.063298,0.151036,0,0,0,0.97
4398,'2019/05/28 21:15:20:354',15,0.76425,-0.421359,-0.333165,-0.586772,-0.402031,-0.321944,0.159814,0.304728,0.390531,0.188501,0.191088,0.067185,0.245781,0,0,0,0.97
4399,'2019/05/28 21:15:20:371',15,0.852236,-0.458584,-0.337424,-0.501642,-0.34447,-0.306463,0.095991,0.266422,0.458776,0.191694,0.209398,0.193747,0.213186,0,0,0,0.97
4400,'2019/05/28 21:15:20:387',15,0.863651,-0.628422,-0.246562,-0.545216,-0.325137,-0.378866,0.183292,0.360388,0.435331,0.201978,0.330229,0.248589,0.254263,0,0,0,0.97
4401,'2019/05/28 21:15:20:404',15,1.027367,-0.59135,-0.169504,-0.6104,-0.27271,-0.391442,0.200378,0.424994,0.394607,0.12194,0.182075,0.152247,0.220915,0,0,0,0.97
4402,'2019/05/28 21:15:20:420',15,1.035303,-0.690656,-0.198793,-0.669605,-0.296905,-0.357585,0.121087,0.430622,0.382777,0.131687,0.211833,0.161912,0.232777,0,0,0,0.97
4403,'2019/05/28 21:15:20:437',15,1.090418,-0.685863,-0.068567,-0.629592,-0.237332,-0.375643,0.154704,0.316046,0.356709,0.141023,0.193567,0.166743,0.2134,0,0,0,0.97
4404,'2019/05/28 21:15:20:454',15,1.317459,-0.818774,0.032729,-0.688564,-0.109012,-0.410164,0.227676,0.296453,0.37649,0.087854,0.186406,0.082746,0.134143,0,0,0,0.97
4405,'2019/05/28 21:15:20:471',15,1.356274,-0.794125,-0.00777,-0.632608,-0.129226,-0.429781,0.26027,0.325967,0.450918,0.064737,0.134012,0.143953,0.057326,0,0,0,0.97
4406,'2019/05/28 21:15:20:487',15,0.673278,-0.264745,-0.148563,-0.300863,-0.352849,-0.319984,0.129453,0.257889,0.406609,0.133006,0.078022,-0.025841,0.073969,0,0,0,0.97
4407,'2019/05/28 21:15:20:504',15,1.11551,-0.566603,-0.173852,-0.135771,-0.354671,-0.219103,0.008164,0.262543,0.407603,0.255112,0.022382,0.09263,0.030205,0,0,0,0.97
4408,'2019/05/28 21:15:20:520',15,0.611881,-0.269755,-0.282609,-0.23156,-0.082936,-0.127348,0.265781,0.413698,0.486302,0.164209,-0.004024,-0.065678,0.172714,0,0,0,0.97
4409,'2019/05/28 21:15:20:537',15,0.924591,-0.306955,-0.148027,-0.337296,-0.424276,-0.288553,0.208244,0.322892,0.171792,-0.01434,0.004621,-0.019511,0.160253,0,0,0,0.97
4410,'2019/05/28 21:15:20:554',15,1.113318,-0.520238,-0.258163,-0.589173,-0.285263,-0.321144,0.149071,0.258556,0.189781,0.124472,-0.006949,0.018763,0.099396,0,0,0,0.97
4411,'2019/05/28 21:15:20:570',15,1.092096,-0.579584,-0.136765,-0.547667,-0.216924,-0.257565,0.140633,0.270386,0.094367,0.088585,0.061787,0.061612,0.101953,0,0,0,0.97
4412,'2019/05/28 21:15:20:587',15,1.1286,-0.670747,-0.12122,-0.543983,-0.173853,-0.300925,0.050382,0.351872,0.125734,0.058992,0.128941,0.146591,0.130185,0,0,0,0.97
4413,'2019/05/28 21:15:20:604',15,1.334703,-0.823534,-0.126338,-0.572004,-0.16068,-0.453139,0.249054,0.401853,0.289006,0.088451,0.10524,0.061373,0.062351,0,0,0,0.97
4414,'2019/05/28 21:15:20:620',15,1.365496,-0.935684,-0.119161,-0.694635,-0.181544,-0.329991,0.218789,0.411783,0.407008,0.154823,0.060875,0.080737,0.095552,0,0,0,0.97
4415,'2019/05/28 21:15:20:637',15,1.498655,-0.993598,0.086081,-0.618967,-0.139497,-0.426597,0.216871,0.318469,0.247104,0.215048,0.166378,0.164326,0.167637,0,0,0,0.97
4416,'2019/05/28 21:15:20:654',15,1.616564,-1.151405,-0.077516,-0.619103,-0.134828,-0.417877,0.268132,0.422825,0.361595,0.247105,0.104491,0.225926,0.087468,0,0,0,0.97
