@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
1545,'2019/05/28 21:04:49:516',6,1.095949,-0.507698,0.154532,-0.392934,-0.226511,-0.201976,-0.07828,0.020275,0.170223,0.133171,0.048194,0.022162,0.139336,0,1,0,0
1546,'2019/05/28 21:04:49:532',6,1.220322,-0.549795,0.129057,-0.452715,-0.236398,-0.333277,-0.214172,-0.017104,0.204458,0.262861,0.170095,0.08414,0.127446,0,1,0,0
1547,'2019/05/28 21:04:49:549',6,1.186897,-0.594528,0.29165,-0.372055,-0.2381,-0.361459,-0.162805,0.084059,0.152271,0.150876,0.182342,0.110833,0.136812,0,1,0,0
1548,'2019/05/28 21:04:49:565',6,1.267466,-0.658438,0.135556,-0.495731,-0.239311,-0.365275,-0.134528,0.087785,0.15607,0.169316,0.156546,0.106135,0.108623,0,1,0,0
1549,'2019/05/28 21:04:49:582',6,1.303474,-0.647691,0.209574,-0.374023,-0.266301,-0.436765,-0.265395,-0.010501,0.183545,0.36893,0.217096,0.107979,-0.000353,0,1,0,0
1550,'2019/05/28 21:04:49:599',6,1.38193,-0.751569,0.33018,-0.450979,-0.227975,-0.339754,-0.004504,0.091529,-0.018356,0.1484,0.246866,0.044089,0.049252,0,1,0,0
1551,'2019/05/28 21:04:49:615',6,1.551196,-0.821526,0.427944,-0.568286,-0.388557,-0.465419,0.045295,0.113867,0.042103,0.205207,0.307378,0.087479,0.154777,0,1,0,0
1552,'2019/05/28 21:04:49:632',6,1.700891,-0.861751,0.415546,-0.466811,-0.196306,-0.40953,-0.066787,0.154215,0.108323,0.124137,0.278252,0.017906,0.118487,0,1,0,0
1553,'2019/05/28 21:04:49:649',6,1.66523,-0.929239,0.520156,-0.315115,-0.211867,-0.39499,-0.045294,0.091328,-0.006297,0.15191,0.201942,0.09983,0.211571,0,1,0,0
1554,'2019/05/28 21:04:49:665',6,1.783856,-0.902057,0.465027,-0.344055,-0.203252,-0.435847,-0.171318,0.246015,0.016855,0.17996,0.162434,0.05463,0.238032,0,1,0,0
1555,'2019/05/28 21:04:49:682',6,1.801386,-0.92884,0.464704,-0.505207,-0.246186,-0.286008,-0.083814,0.206245,0.004364,0.188588,0.205246,0.064756,0.198655,0,1,0,0
1556,'2019/05/28 21:04:49:699',6,1.732915,-0.869859,0.43351,-0.413291,-0.417634,-0.450346,-0.108664,0.202974,0.087032,0.215807,0.242063,0.088519,0.193957,0,1,0,0
1557,'2019/05/28 21:04:49:715',6,0.997995,-0.223588,-0.005896,-0.276224,-0.316285,-0.359457,-0.024238,0.122948,0.100536,0.148524,0.285968,0.181402,0.09742,0,1,0,0
1558,'2019/05/28 21:04:49:732',6,0.596361,-0.229167,0.052205,-0.232594,-0.205104,-0.194563,-0.001269,0.320657,0.239596,0.000411,0.153327,0.062791,0.185226,0,1,0,0
1559,'2019/05/28 21:04:49:749',6,1.119949,-0.525543,-0.142792,-0.182443,-0.288143,-0.004791,0.221718,0.187445,0.290341,0.350225,0.141539,0.12937,0.155336,0,1,0,0
1560,'2019/05/28 21:04:49:766',6,1.303357,-0.315999,-0.063535,-0.149429,-0.33492,-0.093718,0.163296,0.172003,0.079454,0.254637,0.27694,0.198606,0.110378,0,1,0,0
1561,'2019/05/28 21:04:49:783',6,1.40203,-0.218125,0.141409,0.050559,-0.182329,-0.327202,-0.005641,-0.029984,0.103488,0.288182,0.343462,0.345957,0.073841,0,1,0,0
1562,'2019/05/28 21:04:49:799',6,1.486968,-0.31248,0.056088,-0.084757,-0.261273,-0.274131,0.073106,0.266138,0.215831,0.278571,0.418046,0.185164,0.079519,0,1,0,0
1563,'2019/05/28 21:04:49:815',6,1.235989,-0.135567,0.295591,0.050253,-0.393432,-0.312227,0.210679,0.280981,0.251505,0.146434,0.169503,0.269383,0.189247,0,1,0,0
1564,'2019/05/28 21:04:49:832',6,1.156375,-0.032413,0.38988,0.110798,-0.095637,-0.193819,0.006873,0.138379,0.154489,0.186366,0.36631,0.179037,0.160591,0,1,0,0
1565,'2019/05/28 21:04:49:848',6,1.166649,0.08998,0.450782,-0.034368,-0.274474,-0.12448,0.101989,0.208718,0.273162,0.229712,0.302533,0.199094,0.212551,0,1,0,0
1566,'2019/05/28 21:04:49:866',6,1.062408,0.00109,0.347455,0.240918,0.087245,-0.031514,0.196915,0.02015,0.202328,0.3853,0.386293,0.178872,0.16616,0,1,0,0
1567,'2019/05/28 21:04:49:882',6,0.961594,0.071999,0.494536,0.072411,0.076908,-0.057946,0.082251,0.121976,0.369009,0.334499,0.322493,0.239964,0.253282,0,1,0,0
1568,'2019/05/28 21:04:49:899',6,1.099414,0.099122,0.351213,0.078453,-0.012761,0.000793,0.098927,0.183278,0.21838,0.220137,0.246574,0.267866,0.287951,0,1,0,0
1569,'2019/05/28 21:04:49:916',6,1.136482,0.12366,0.362307,0.029342,0.005362,-0.047078,0.141985,0.206113,0.292677,0.303272,0.351358,0.071095,0.130721,0,1,0,0
1570,'2019/05/28 21:04:49:932',6,1.022778,0.047569,0.310424,0.018641,-0.04249,0.005967,0.085288,0.199423,0.336122,0.291189,0.450859,0.204405,0.169751,0,1,0,0
1571,'2019/05/28 21:04:49:949',6,0.902446,0.13438,0.399447,0.159206,0.250692,0.157369,0.096114,0.178121,0.160965,0.272253,0.238609,0.227552,0.345349,0,1,0,0
1572,'2019/05/28 21:04:49:966',6,0.833715,-0.094318,0.277922,0.282283,0.293199,0.333502,0.268657,0.235453,0.186949,0.11884,0.183443,0.19476,0.188632,0,1,0,0
1573,'2019/05/28 21:04:49:982',6,1.045659,0.212423,0.354503,-0.063534,-0.082246,-0.085921,0.239906,0.261691,0.380955,0.255768,0.146619,0.093415,0.237985,0,1,0,0
1574,'2019/05/28 21:04:49:999',6,0.928346,0.119771,0.502398,0.070545,-0.041882,0.016678,0.323293,0.358378,0.27819,0.228839,0.213376,0.132143,0.273966,0,1,0,0
1575,'2019/05/28 21:04:50:016',6,1.094797,0.353541,0.481744,0.03972,-0.018119,0.074096,0.149831,0.179344,0.155355,0.221056,0.293528,0.13582,0.229947,0,1,0,0
1576,'2019/05/28 21:04:50:033',6,1.19145,0.183073,0.358888,0.006423,-0.005797,0.026348,0.110629,0.334639,0.229048,0.236343,0.229979,0.062434,0.197657,0,1,0,0
1577,'2019/05/28 21:04:50:049',6,1.043742,0.431265,0.675445,0.207603,-0.059291,-0.080758,0.194113,0.3561,0.349138,0.182742,0.248237,0.159919,0.129004,0,1,0,0
1578,'2019/05/28 21:04:50:065',6,0.579112,-0.009219,0.307003,0.168704,0.200332,0.210182,-0.09127,0.132968,0.365718,0.178738,0.347103,0.202131,0.25066,0,1,0,0
1579,'2019/05/28 21:04:50:082',6,0.551151,-0.238085,0.248157,-0.019126,-0.16873,-0.145467,0.078587,0.243837,0.222213,0.127733,0.180651,0.010744,0.040649,0,1,0,0
1580,'2019/05/28 21:04:50:099',6,0.582302,-0.129018,-0.144061,-0.203455,-0.26291,-0.159467,0.166647,0.233741,0.144712,0.22632,0.01768,-0.187185,0.106313,0,1,0,0
1581,'2019/05/28 21:04:50:116',6,0.646089,-0.285238,-0.055569,-0.286533,-0.243533,-0.171588,-0.034044,0.271231,0.06822,0.197094,0.219082,0.04962,0.102369,0,1,0,0
1582,'2019/05/28 21:04:50:132',6,0.931553,-0.039846,-0.186547,-0.508696,-0.178173,-0.26412,-0.115297,0.153084,0.196261,-0.128435,0.112608,0.02039,0.109656,0,1,0,0
1583,'2019/05/28 21:04:50:149',6,0.998686,-0.001443,-0.101804,-0.551725,-0.244828,-0.199587,-0.09639,0.002067,0.175007,0.042858,0.071604,-0.067136,0.249892,0,1,0,0
1584,'2019/05/28 21:04:50:166',6,1.035964,-0.363807,-0.140734,-0.641623,-0.216635,-0.242489,-0.065056,0.157485,0.245225,0.110523,0.073039,0.090786,0.155108,0,1,0,0
1585,'2019/05/28 21:04:50:182',6,1.043056,-0.305669,-0.040224,-0.539353,-0.17485,-0.211352,-0.053581,0.066213,0.152099,-0.025673,0.059969,0.113604,0.195026,0,1,0,0
1586,'2019/05/28 21:04:50:199',6,1.101946,-0.363479,-0.028265,-0.527911,-0.175229,-0.246852,-0.019673,0.016224,0.136244,-0.097243,0.156276,0.104716,0.1775,0,1,0,0
1587,'2019/05/28 21:04:50:215',6,1.243459,-0.461729,-0.0707,-0.622435,-0.275315,-0.297086,-0.02844,0.043377,0.282228,-0.002771,0.181908,0.08666,0.170572,0,1,0,0
1588,'2019/05/28 21:04:50:232',6,1.230419,-0.433094,-0.000549,-0.588845,-0.210391,-0.252829,0.026382,-0.073216,0.200824,0.03368,0.123783,0.080684,0.278143,0,1,0,0
1589,'2019/05/28 21:04:50:249',6,1.351254,-0.532751,0.180924,-0.608753,-0.202312,-0.31746,0.001865,0.011834,0.173089,0.048177,0.199394,0.103795,0.191734,0,1,0,0
1590,'2019/05/28 21:04:50:265',6,1.444585,-0.606507,0.184045,-0.650177,-0.092832,-0.42464,0.00394,0.044792,0.26646,0.037154,0.184105,0.091153,0.151501,0,1,0,0
1591,'2019/05/28 21:04:50:282',6,1.524698,-0.706429,0.361704,-0.602291,-0.094276,-0.376963,-0.065276,-0.025763,0.253898,0.153587,0.161998,0.024844,0.118996,0,1,0,0
1592,'2019/05/28 21:04:50:299',6,1.651433,-0.673203,0.338263,-0.723725,-0.137946,-0.365115,-0.039255,-0.024552,0.247634,0.186172,0.269968,0.01818,0.084292,0,1,0,0
1593,'2019/05/28 21:04:50:316',6,1.62884,-0.604998,0.116803,-0.640796,-0.188784,-0.289459,-0.034826,-0.013368,0.195906,0.254021,0.171111,-0.014562,0.195132,0,1,0,0
1594,'2019/05/28 21:04:50:331',6,1.456536,-0.53263,-0.045044,-0.381905,-0.090435,-0.284547,-0.051335,-0.036,0.079648,0.12658,0.237562,0.047835,0.21667,0,1,0,0
1595,'2019/05/28 21:04:50:349',6,1.675907,-0.61508,0.022709,-0.581264,-0.321234,-0.186567,-0.054261,0.112201,0.123243,0.119537,0.223761,0.060898,0.16455,0,1,0,0
1596,'2019/05/28 21:04:50:365',6,1.776486,-0.725266,0.076997,-0.615592,-0.310377,-0.182412,-0.043615,0.031276,0.112392,0.1492,0.200866,-0.012018,0.219875,0,1,0,0
1597,'2019/05/28 21:04:50:382',6,1.77525,-0.699904,0.17607,-0.576579,-0.361023,-0.131188,-0.057792,-0.015381,0.078322,0.132289,0.257705,0.078359,0.203841,0,1,0,0
1598,'2019/05/28 21:04:50:399',6,1.875469,-0.630627,0.096889,-0.529091,-0.339664,-0.09916,-0.100203,0.001664,0.12014,0.161262,0.221685,0.156483,0.180533,0,1,0,0
1599,'2019/05/28 21:04:50:416',6,1.862894,-0.62927,0.122005,-0.629262,-0.403759,0.065089,-0.07444,0.076275,0.038323,0.08739,0.273538,0.047261,0.199282,0,1,0,0
1600,'2019/05/28 21:04:50:432',6,1.931445,-0.628484,0.198166,-0.659206,-0.21659,-0.035377,-0.057065,0.157651,-0.00612,0.037985,0.156134,0.124666,0.18521,0,1,0,0
1601,'2019/05/28 21:04:50:449',6,1.931408,-0.597175,0.164174,-0.553202,-0.372673,-0.074405,-0.137247,0.099636,0.081513,0.15343,0.255345,0.18939,0.18537,0,1,0,0
1602,'2019/05/28 21:04:50:465',6,1.897136,-0.631966,0.133288,-0.550074,-0.349832,-0.048755,-0.03865,0.125746,0.067628,0.060034,0.174147,0.103478,0.187239,0,1,0,0
1603,'2019/05/28 21:04:50:482',6,1.95044,-0.626946,0.100399,-0.571463,-0.378122,-0.086743,-0.08405,0.100338,0.211513,0.036208,0.160275,0.127907,0.208346,0,1,0,0
1604,'2019/05/28 21:04:50:498',6,1.989676,-0.542511,0.132913,-0.440758,-0.554929,0.040727,-0.080049,0.026147,0.146163,0.013923,0.284508,0.178766,0.145521,0,1,0,0
1605,'2019/05/28 21:04:50:516',6,1.992728,-0.637725,0.053921,-0.43883,-0.450161,-0.011138,-0.138727,0.087432,0.158345,-0.047722,0.288705,0.182049,0.192476,0,1,0,0
1606,'2019/05/28 21:04:50:532',6,1.645104,-0.184522,-0.210719,-0.454034,-0.467547,-0.132444,0.001253,0.082384,0.109377,0.168836,0.095033,0.237521,0.138676,0,1,0,0
1607,'2019/05/28 21:04:50:549',6,1.40997,-0.384575,-0.083498,-0.406483,-0.320452,-0.23115,0.02853,0.057,0.244672,0.301694,0.113193,0.183125,0.072527,0,1,0,0
1608,'2019/05/28 21:04:50:566',6,0.787579,-0.223061,-0.249047,-0.314786,-0.167215,-0.190895,0.149763,0.383358,0.173761,0.218284,0.290844,0.123853,-0.015547,0,1,0,0
1609,'2019/05/28 21:04:50:583',6,1.187618,-0.078859,-0.367199,-0.361712,-0.074639,-0.000397,0.135615,0.482915,0.212704,0.303714,0.199868,0.143207,0.114008,0,1,0,0
1610,'2019/05/28 21:04:50:599',6,1.36883,0.025011,-0.123476,-0.249553,-0.157711,-0.153735,0.043112,0.267003,0.038099,0.14442,0.317968,0.161831,0.088379,0,1,0,0
1611,'2019/05/28 21:04:50:615',6,1.48776,0.061579,-0.211874,-0.157283,-0.127935,-0.187762,0.043884,0.196595,-0.102655,0.097401,0.351974,0.223182,0.195627,0,1,0,0
1612,'2019/05/28 21:04:50:632',6,1.511016,0.074897,0.047159,-0.268526,-0.135386,-0.115332,0.173696,0.265435,0.128935,0.211131,0.339307,0.295699,0.125579,0,1,0,0
1613,'2019/05/28 21:04:50:648',6,1.401333,0.047622,0.066777,-0.132278,-0.148234,-0.099329,0.119346,0.197182,0.211565,0.25531,0.382204,0.2432,0.15157,0,1,0,0
1614,'2019/05/28 21:04:50:665',6,1.172544,0.227522,0.211136,-0.247313,-0.295753,-0.132077,0.080948,0.247928,0.232856,0.245176,0.257894,0.160098,0.261884,0,1,0,0
1615,'2019/05/28 21:04:50:682',6,1.037985,0.25342,0.398435,-0.007404,-0.056009,-0.004904,0.093071,0.125529,0.237845,0.192154,0.278171,0.269669,0.204973,0,1,0,0
1616,'2019/05/28 21:04:50:699',6,1.117252,0.187514,0.313833,0.016838,0.061397,0.027637,0.228889,0.063974,0.251509,0.393857,0.288569,0.157434,0.172146,0,1,0,0
1617,'2019/05/28 21:04:50:715',6,1.122377,0.37749,0.367384,0.099489,0.073438,0.049996,0.105745,0.106548,0.122641,0.178554,0.350027,0.250536,0.151353,0,1,0,0
1618,'2019/05/28 21:04:50:732',6,0.956209,0.135671,0.384181,0.061438,0.038633,-0.004272,0.103439,0.201107,0.231737,0.239644,0.275662,0.191509,0.277504,0,1,0,0
1619,'2019/05/28 21:04:50:748',6,0.874059,0.227871,0.523477,0.187025,0.337839,0.119026,0.0893,0.121333,0.219816,0.171213,0.228537,0.173394,0.163131,0,1,0,0
1620,'2019/05/28 21:04:50:766',6,0.99964,0.195415,0.486369,0.066938,0.002629,0.03251,0.035992,0.130175,0.335017,0.34009,0.240563,0.192466,0.24626,0,1,0,0
1621,'2019/05/28 21:04:50:782',6,0.85177,0.165574,0.391634,0.180658,0.050331,0.08026,0.207517,0.226954,0.380227,0.191244,0.11617,0.092534,0.233153,0,1,0,0
1622,'2019/05/28 21:04:50:799',6,0.879019,0.05073,0.408168,0.268331,0.154729,-0.022604,0.053511,0.152413,0.318271,0.342564,0.346835,0.19294,0.230357,0,1,0,0
1623,'2019/05/28 21:04:50:815',6,0.844625,0.185853,0.554431,0.33372,0.138161,-0.085379,0.194951,0.236445,0.308997,0.157528,0.043313,0.168166,0.210181,0,1,0,0
1624,'2019/05/28 21:04:50:832',6,0.897844,0.194817,0.556057,0.226257,0.145048,0.019977,0.188502,0.04107,0.13029,0.313917,0.341095,0.179914,0.203483,0,1,0,0
1625,'2019/05/28 21:04:50:849',6,0.804852,0.041698,0.489016,0.360483,0.253893,0.026228,0.091424,0.107957,0.155856,0.359847,0.395145,0.132106,0.190649,0,1,0,0
1626,'2019/05/28 21:04:50:866',6,0.943182,0.263725,0.558144,0.138375,0.077766,0.043834,0.136825,0.035648,0.242869,0.423267,0.414138,0.003118,0.150111,0,1,0,0
1627,'2019/05/28 21:04:50:882',6,0.939722,0.094464,0.516996,0.272892,0.112801,-0.02106,0.074645,0.146691,0.29488,0.332335,0.304735,0.113598,0.26266,0,1,0,0
1628,'2019/05/28 21:04:50:899',6,0.913992,0.282778,0.664197,0.408066,0.153782,-0.244956,-0.104756,0.010615,0.248258,0.259071,0.267394,0.186222,0.236741,0,1,0,0
1629,'2019/05/28 21:04:50:915',6,0.976742,0.127731,0.574766,0.230614,0.159878,0.023235,0.059597,0.028232,0.119862,0.293497,0.359457,0.198011,0.218084,0,1,0,0
1630,'2019/05/28 21:04:50:932',6,0.806739,0.088828,0.694503,0.375666,0.229139,0.093367,0.163434,0.116597,0.326162,0.34478,0.258678,0.087094,0.169226,0,1,0,0
1631,'2019/05/28 21:04:50:948',6,0.875966,0.282493,0.682383,0.243206,0.163844,-0.017569,0.174408,0.219225,0.397358,0.317777,0.30737,0.1593,0.111201,0,1,0,0
1632,'2019/05/28 21:04:50:966',6,1.070296,0.298579,0.461407,0.152867,0.262147,-0.098359,-0.070734,0.266354,0.282385,0.276295,0.268178,0.278962,0.246354,0,1,0,0
1633,'2019/05/28 21:04:50:982',6,0.929536,0.244719,0.623553,0.354563,0.288891,0.103545,0.164109,0.166862,0.262678,0.22837,0.183722,0.04295,0.16064,0,1,0,0
1634,'2019/05/28 21:04:50:999',6,0.956811,0.298533,0.376662,0.049335,0.100203,0.146482,0.022691,0.221554,0.395617,0.278095,0.290704,0.083391,0.186052,0,1,0,0
1635,'2019/05/28 21:04:51:016',6,1.13114,0.506318,0.613213,0.242863,0.19352,-0.000889,0.122409,0.118018,0.32065,0.203739,0.172991,0.028217,0.117911,0,1,0,0
1636,'2019/05/28 21:04:51:033',6,0.952027,0.290312,0.665056,0.331755,0.15538,-0.019919,0.074562,0.163862,0.304567,0.234253,0.357815,0.228671,0.309042,0,1,0,0
1637,'2019/05/28 21:04:51:048',6,0.892786,0.200344,0.594333,0.290047,0.131071,0.015131,0.144198,0.162035,0.359321,0.25724,0.239981,0.210645,0.25422,0,1,0,0
1638,'2019/05/28 21:04:51:066',6,0.920534,0.231801,0.431866,0.104404,0.2252,0.254704,0.059751,0.172695,0.438615,0.254925,0.168995,0.0917,0.138782,0,1,0,0
1639,'2019/05/28 21:04:57:298',7,1.060604,0.185806,0.70335,0.218377,0.072421,-0.025494,0.077231,0.198024,0.175777,0.234925,0.275573,0.2386,0.165939,0,0,1,0
1640,'2019/05/28 21:04:57:315',7,0.937683,0.047009,0.666581,0.289612,0.229793,-0.042418,0.091589,0.293122,0.465685,0.130059,0.113518,0.090193,0.282771,0,0,1,0
1641,'2019/05/28 21:04:57:332',7,1.074136,0.123088,0.455028,0.085539,0.169392,-0.079196,0.031195,0.151308,0.166917,0.247287,0.309181,0.231673,0.240173,0,0,1,0
1642,'2019/05/28 21:04:57:349',7,0.864079,0.135984,0.536857,0.292454,0.284981,0.16775,0.102482,0.199237,0.221539,0.331341,0.266272,0.095577,0.240173,0,0,1,0
1643,'2019/05/28 21:04:57:365',7,0.895522,0.109266,0.539145,0.228262,0.193498,0.089077,0.028969,0.122708,0.255431,0.344543,0.355911,0.16127,0.242282,0,0,1,0
1644,'2019/05/28 21:04:57:381',7,0.982381,0.031643,0.493878,0.239745,0.117256,-0.125808,0.065139,0.067658,0.134243,0.260925,0.30643,0.220823,0.185717,0,0,1,0
1645,'2019/05/28 21:04:57:398',7,0.961207,0.212332,0.697333,0.354657,0.174244,-0.029657,0.168554,0.392694,0.217124,0.128905,0.110513,0.012308,0.144916,0,0,1,0
1646,'2019/05/28 21:04:57:415',7,0.964558,0.210071,0.624759,0.397796,0.330178,0.045407,0.209098,0.157999,0.10074,0.214288,0.433206,0.343309,0.112675,0,0,1,0
1647,'2019/05/28 21:04:57:432',7,0.893918,0.166775,0.543395,0.1034,0.167481,0.117113,0.18446,0.323617,0.371091,0.285403,0.222763,0.151011,0.224513,0,0,1,0
1648,'2019/05/28 21:04:57:449',7,0.89531,0.182803,0.756356,0.372997,0.146655,0.08479,0.098237,0.225351,0.374219,0.272076,0.309115,0.223752,0.166032,0,0,1,0
1649,'2019/05/28 21:04:57:465',7,0.802299,0.012464,0.55594,0.303337,0.271032,-0.052754,0.08607,0.111936,0.262473,0.235559,0.358841,0.201747,0.20947,0,0,1,0
1650,'2019/05/28 21:04:57:482',7,0.809412,0.230334,0.516986,0.231907,0.25024,0.053503,0.081842,0.27779,0.403063,0.331266,0.232971,0.172067,0.155048,0,0,1,0
1651,'2019/05/28 21:04:57:498',7,0.919032,0.23538,0.466127,0.301341,0.201027,0.029855,0.137527,0.245154,0.375076,0.353591,0.218277,-0.008185,0.157679,0,0,1,0
1652,'2019/05/28 21:04:57:515',7,0.827852,0.302138,0.612185,0.373211,0.10811,-0.062214,0.002892,0.159348,0.199305,0.273342,0.288168,0.241303,0.147649,0,0,1,0
1653,'2019/05/28 21:04:57:532',7,0.681649,0.204365,0.347066,0.249408,0.234134,0.326557,0.08314,0.218187,0.244241,0.454841,0.374244,0.087951,0.161139,0,0,1,0
1654,'2019/05/28 21:04:57:549',7,0.776392,0.364463,0.682867,0.589443,0.284681,0.092322,0.115648,0.206647,0.182109,0.157944,0.119611,0.015776,0.155683,0,0,1,0
1655,'2019/05/28 21:04:57:565',7,0.883631,0.355351,0.418251,0.259935,0.135824,-0.03217,0.064398,0.206919,0.287932,0.393966,0.219142,0.338511,0.202252,0,0,1,0
1656,'2019/05/28 21:04:57:582',7,0.936947,0.416117,0.413489,0.395257,0.26982,0.225603,-0.01326,0.038816,0.228161,0.189749,0.076944,0.077097,0.256187,0,0,1,0
1657,'2019/05/28 21:04:57:598',7,0.818335,0.172279,0.337284,0.156231,0.130986,0.167081,0.200172,0.389626,0.348991,0.378343,0.249301,0.065694,0.05505,0,0,1,0
1658,'2019/05/28 21:04:57:616',7,0.688313,0.138952,0.120699,0.132322,0.05764,0.243532,0.252911,0.399007,0.338422,0.312751,0.112442,0.242652,0.090093,0,0,1,0
1659,'2019/05/28 21:04:57:632',7,0.913327,0.312932,0.369849,0.163074,0.035831,0.150264,0.275859,0.397868,0.194134,0.205149,0.116185,0.017462,0.022013,0,0,1,0
1660,'2019/05/28 21:04:57:649',7,0.764577,0.088538,0.287913,0.178469,0.09388,0.051193,0.367101,0.531154,0.357055,0.312295,0.206533,-0.003849,0.174156,0,0,1,0
1661,'2019/05/28 21:04:57:665',7,0.747432,0.190104,0.35073,0.138077,0.128891,0.106599,0.211844,0.299082,0.264466,0.258148,0.14446,0.132805,0.227489,0,0,1,0
1662,'2019/05/28 21:04:57:681',7,0.889978,0.451035,0.640626,0.202814,0.113641,0.121427,0.029638,0.166313,0.246336,0.212528,0.253555,0.134266,0.203029,0,0,1,0
1663,'2019/05/28 21:04:57:699',7,0.722521,0.176379,0.295571,0.053958,0.139232,0.182091,0.104463,0.190999,0.352222,0.360609,0.142369,0.147897,0.186618,0,0,1,0
1664,'2019/05/28 21:04:57:716',7,0.83536,0.498984,0.590797,0.291736,0.183429,-0.0059,-0.062503,0.143575,0.277879,0.2951,0.164383,0.079964,0.155547,0,0,1,0
1665,'2019/05/28 21:04:57:732',7,0.721455,0.265543,0.388549,0.173835,-0.018671,-0.089419,0.055366,0.177318,0.224188,0.251094,0.381842,0.204978,0.210167,0,0,1,0
1666,'2019/05/28 21:04:57:748',7,0.809507,0.645916,0.481425,0.276552,0.14681,0.073264,-0.016999,0.052905,0.25305,0.395003,0.19878,0.084481,0.08515,0,0,1,0
1667,'2019/05/28 21:04:57:765',7,0.335108,0.243674,0.652802,0.329769,0.236115,-0.121426,0.284547,0.25986,-0.044005,0.575755,0.20874,-0.007054,0.331176,0,0,1,0
1668,'2019/05/28 21:04:57:782',7,0.60812,0.051596,0.248706,0.364752,0.218498,-0.004345,0.370004,0.26927,0.097956,0.398834,0.252382,0.001785,0.203113,0,0,1,0
1669,'2019/05/28 21:04:57:798',7,0.380796,0.646342,0.435927,0.133573,0.316346,0.242565,0.173253,0.127186,0.012033,0.227105,0.202174,0.004968,0.115885,0,0,1,0
1670,'2019/05/28 21:04:57:815',7,0.442464,0.381013,0.223702,0.205825,0.101093,-0.154265,0.246946,0.238607,0.055347,0.479838,0.204315,0.091445,0.282798,0,0,1,0
1671,'2019/05/28 21:04:57:832',7,0.443817,0.095832,0.419541,0.31554,0.123418,0.13888,0.207913,0.192403,0.125402,0.359024,0.34394,0.355519,0.350956,0,0,1,0
1672,'2019/05/28 21:04:57:848',7,0.710036,0.174027,0.386258,0.326825,0.246545,-0.015662,-0.009605,0.226892,0.346835,0.279934,0.15193,0.081175,0.175918,0,0,1,0
1673,'2019/05/28 21:04:57:865',7,0.852403,0.503635,0.092291,-0.163694,-0.144568,-0.012814,0.394032,0.411662,0.355036,0.169054,0.235096,-0.025571,0.091963,0,0,1,0
1674,'2019/05/28 21:04:57:881',7,0.786967,0.390361,0.23489,-0.05298,0.0485,0.07154,0.353977,0.40928,0.342482,0.236425,0.212525,0.020445,0.044668,0,0,1,0
1675,'2019/05/28 21:04:57:898',7,0.964509,0.343666,0.276977,0.193602,0.029807,0.002985,0.284603,0.385191,0.465348,0.105015,0.12631,-0.052324,0.009695,0,0,1,0
1676,'2019/05/28 21:04:57:915',7,0.742042,0.111976,0.259836,0.154614,0.310809,0.255076,0.275786,0.318184,0.391462,0.250975,0.162517,0.102534,0.025424,0,0,1,0
1677,'2019/05/28 21:04:57:932',7,0.789082,0.195653,0.545927,0.306333,0.148719,0.142312,0.211888,0.270975,0.337561,0.2545,0.281898,-0.005913,0.020932,0,0,1,0
1678,'2019/05/28 21:04:57:949',7,0.939634,0.32632,0.444268,0.235407,0.156026,0.064141,0.191925,0.318306,0.274888,0.18088,0.198642,0.133464,0.187754,0,0,1,0
1679,'2019/05/28 21:04:57:966',7,0.971326,0.190346,0.276335,0.182046,0.10606,0.10957,0.280873,0.404754,0.338557,0.256225,0.235183,0.111987,0.08618,0,0,1,0
1680,'2019/05/28 21:04:57:981',7,1.001312,0.222301,0.334983,0.188344,0.320931,-0.088198,0.104279,0.193394,0.304948,0.129566,0.241762,0.238659,0.240629,0,0,1,0
1681,'2019/05/28 21:04:57:999',7,0.926769,0.431015,0.674401,0.221954,-0.013284,-0.045994,0.229555,0.272618,0.274438,0.204235,0.191477,0.158037,0.247759,0,0,1,0
1682,'2019/05/28 21:04:58:015',7,1.081705,0.321048,0.492719,0.25653,0.082622,-0.001384,0.037942,0.163651,0.266359,0.224872,0.128678,0.112731,0.220679,0,0,1,0
1683,'2019/05/28 21:04:58:032',7,0.979775,0.154274,0.42287,0.264551,0.135743,0.064998,0.286631,0.202069,0.227619,0.304836,0.240698,0.178074,0.166401,0,0,1,0
1684,'2019/05/28 21:04:58:048',7,0.96076,0.340514,0.645549,0.50232,0.391649,0.1234,0.096568,0.238413,0.29037,0.105844,-0.002301,0.098502,0.255979,0,0,1,0
1685,'2019/05/28 21:04:58:066',7,0.888741,0.061904,0.402307,0.337395,0.176817,0.007029,0.223264,0.229197,0.287455,0.28142,0.278243,0.266022,0.24036,0,0,1,0
